id,description,published_date,last_modified_date,severity
CVE-2025-20171,"A vulnerability in the SNMP subsystem of Cisco IOS Software and Cisco IOS XE Software could allow an authenticated, remote attacker to cause a DoS condition on an affected device.

This vulnerability is due to improper error handling when parsing SNMP requests. An attacker could exploit this vulnerability by sending a crafted SNMP request to an affected device. A successful exploit could allow the attacker to cause the device to reload unexpectedly, resulting in a DoS condition.&nbsp;
This vulnerability affects SNMP versions 1, 2c, and 3. To exploit this vulnerability through SNMP v2c or earlier, the attacker must know a valid read-write or read-only SNMP community string for the affected system. To exploit this vulnerability through SNMP v3, the attacker must have valid SNMP user credentials for the affected system.",2025-02-05T17:15Z,2025-03-13T15:15Z,Unknown
CVE-2025-23114,A vulnerability in Veeam Updater component allows Man-in-the-Middle attackers to execute arbitrary code on the affected server. This issue occurs due to a failure to properly validate TLS certificate.,2025-02-05T02:15Z,2025-03-13T19:15Z,Unknown
CVE-2024-35138,IBM Security Verify Access Appliance and Container 10.0.0 through 10.0.8 is vulnerable to cross-site request forgery which could allow an attacker to execute malicious and unauthorized actions transmitted from a user that the website trusts.,2025-02-04T21:15Z,2025-03-13T21:15Z,Unknown
CVE-2025-25039,A vulnerability in the web-based management interface of HPE Aruba Networking ClearPass Policy Manager (CPPM) allows remote authenticated users to run arbitrary commands on the underlying host. A successful exploit could allow an attacker to execute arbitrary commands as a lower privileged user on the underlying operating system.,2025-02-04T19:15Z,2025-03-13T18:15Z,Unknown
CVE-2025-23060,"A vulnerability in HPE Aruba Networking ClearPass Policy Manager may, under certain circumstances, expose sensitive unencrypted information. Exploiting this vulnerability could allow an attacker to perform a man-in-the-middle attack, potentially granting unauthorized access to network resources as well as enabling data tampering.",2025-02-04T18:15Z,2025-03-13T15:15Z,Unknown
CVE-2025-23059,"A vulnerability in the web-based management interface of HPE Aruba Networking ClearPass Policy Manager exposes directories containing sensitive information. If exploited successfully, this vulnerability allows an authenticated remote attacker with high privileges to access and retrieve sensitive data, potentially compromising the integrity and security of the entire system.",2025-02-04T18:15Z,2025-03-13T16:15Z,Unknown
CVE-2025-23058,A vulnerability in the ClearPass Policy Manager web-based management interface allows a low-privileged (read-only) authenticated remote attacker to gain unauthorized access to data and the ability to execute functions that should be restricted to administrators only with read/write privileges. Successful exploitation could enable a low-privileged user to execute administrative functions leading to an escalation of privileges.,2025-02-04T18:15Z,2025-03-13T14:15Z,Unknown
CVE-2025-1015,"The Thunderbird Address Book URI fields contained unsanitized links. This could be used by an attacker to create and export an address book containing a malicious payload in a field. For example, in the “Other” field of the Instant Messaging section. If another user imported the address book, clicking on the link could result in opening a web page inside Thunderbird, and that page could execute (unprivileged) JavaScript. This vulnerability affects Thunderbird < 128.7 and Thunderbird < 135.",2025-02-04T14:15Z,2025-03-10T19:15Z,MEDIUM
CVE-2024-34896,"An issue in Nedis SmartLife Video Doorbell (WIFICDP10GY), Nedis SmartLife IOS v1.4.0 causes users who are disconnected from a previous peer-to-peer connection with the device to still have access to live video feed.",2025-02-03T21:15Z,2025-03-14T17:15Z,Unknown
CVE-2025-25181,A SQL injection vulnerability in timeoutWarning.asp in Advantive VeraCore through 2025.1.0 allows remote attackers to execute arbitrary SQL commands via the PmSess1 parameter.,2025-02-03T20:15Z,2025-03-13T14:31Z,HIGH
CVE-2025-25065,"SSRF vulnerability in the RSS feed parser in Zimbra Collaboration 9.0.0 before Patch 43, 10.0.x before 10.0.12, and 10.1.x before 10.1.4 allows unauthorized redirection to internal network endpoints.",2025-02-03T20:15Z,2025-03-13T21:15Z,Unknown
CVE-2025-25064,"SQL injection vulnerability in the ZimbraSync Service SOAP endpoint in Zimbra Collaboration 10.0.x before 10.0.12 and 10.1.x before 10.1.4 due to insufficient sanitization of a user-supplied parameter. Authenticated attackers can exploit this vulnerability by manipulating a specific parameter in the request, allowing them to inject arbitrary SQL queries that could retrieve email metadata.",2025-02-03T20:15Z,2025-03-14T18:15Z,Unknown
CVE-2025-22978,eladmin <=2.7 is vulnerable to CSV Injection in the exception log download module.,2025-02-03T20:15Z,2025-03-13T15:15Z,Unknown
CVE-2024-57968,"Advantive VeraCore before 2024.4.2.1 allows remote authenticated users to upload files to unintended folders (e.g., ones that are accessible during web browsing by other users). upload.aspx can be used for this.",2025-02-03T20:15Z,2025-03-13T14:31Z,HIGH
CVE-2024-57450,ChestnutCMS <=1.5.0 is vulnerable to File Upload via the Create template function.,2025-02-03T20:15Z,2025-03-15T16:15Z,Unknown
CVE-2024-57099,"ClassCMS v4.8 has a code execution vulnerability. Attackers can exploit this vulnerability by constructing a payload in the classview parameter of the model management feature, allowing them to execute arbitrary code and potentially take control of the server.",2025-02-03T20:15Z,2025-03-14T16:15Z,Unknown
CVE-2024-56946,Denial of service in DNS-over-QUIC in Technitium DNS Server <= v13.2.2 allows remote attackers to permanently stop the server from accepting new DNS-over-QUIC connections by triggering unhandled exceptions in listener threads.,2025-02-03T20:15Z,2025-03-13T16:15Z,Unknown
CVE-2024-54840,PVWA (Password Vault Web Access) in CyberArk Privileged Access Manager Self-Hosted before 14.4 does not properly address environment issues that can contribute to Host header injection.,2025-02-03T18:15Z,2025-03-14T15:06Z,MEDIUM
CVE-2025-22775,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in idIA Tech Catalog Importer, Scraper & Crawler allows Reflected XSS.This issue affects Catalog Importer, Scraper & Crawler: from n/a through 5.1.3.",2025-02-03T15:15Z,2025-03-13T15:15Z,Unknown
CVE-2025-20635,"In V6 DA, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege, if an attacker has physical access to the device, with no additional execution privileges needed. User interaction is needed for exploitation. Patch ID: ALPS09403752; Issue ID: MSV-2434.",2025-02-03T04:15Z,2025-03-13T20:15Z,MEDIUM
CVE-2025-23091,"An Improper Certificate Validation on UniFi OS devices, with Identity Enterprise configured, could allow a malicious actor to execute a man-in-the-middle (MitM) attack during application update.",2025-02-01T07:15Z,2025-03-13T13:15Z,Unknown
CVE-2025-0938,The Python standard library functions `urllib.parse.urlsplit` and `urlparse` accepted domain names that included square brackets which isn't valid according to RFC 3986. Square brackets are only meant to be used as delimiters for specifying IPv6 and IPvFuture hosts in URLs. This could result in differential parsing across the Python URL parser and other specification-compliant URL parsers.,2025-01-31T18:15Z,2025-03-14T10:15Z,Unknown
CVE-2024-57432,"macrozheng mall-tiny 1.0.1 suffers from Insecure Permissions. The application's JWT signing keys are hardcoded and do not change. User information is explicitly written into the JWT and used for subsequent privilege management, making it is possible to forge the JWT of any user to achieve authentication bypass.",2025-01-31T17:15Z,2025-03-13T14:15Z,Unknown
CVE-2025-22757,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in CodeBard CodeBard Help Desk allows Stored XSS. This issue affects CodeBard Help Desk: from n/a through 1.1.2.,2025-01-31T09:15Z,2025-03-11T19:13Z,MEDIUM
CVE-2024-13223,"The Tabulate WordPress plugin through 2.10.3 does not sanitise and escape some parameters before outputting them back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.",2025-01-31T06:15Z,2025-03-14T18:15Z,Unknown
CVE-2024-13221,"The Fantastic ElasticSearch WordPress plugin through 4.1.0 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.",2025-01-31T06:15Z,2025-03-14T16:15Z,Unknown
CVE-2024-13218,"The Fast Tube WordPress plugin through 2.3.1 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.",2025-01-31T06:15Z,2025-03-14T17:15Z,Unknown
CVE-2024-13112,"The WP MediaTagger WordPress plugin through 4.1.1 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin.",2025-01-31T06:15Z,2025-03-13T15:15Z,Unknown
CVE-2024-47900,Software installed and run as a non-privileged user may conduct improper GPU system calls to access OOB kernel memory.,2025-01-31T04:15Z,2025-03-14T16:15Z,Unknown
CVE-2024-23920,"This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the onboardee module. The issue results from improper access control. An attacker can leverage this vulnerability to execute code in the context of root.",2025-01-31T01:15Z,2025-03-13T14:15Z,Unknown
CVE-2024-23937,"This vulnerability allows network-adjacent attackers to disclose sensitive information on affected installations of Silicon Labs Gecko OS. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the debug interface. The issue results from the lack of proper validation of a user-supplied string before using it as a format specifier. An attacker can leverage this in conjunction with other vulnerabilities to execute arbitrary code in the context of the device.",2025-01-31T00:15Z,2025-03-13T21:15Z,Unknown
CVE-2025-24500,The vulnerability allows an unauthenticated attacker to access information in PAM database.,2025-01-30T19:15Z,2025-03-13T14:15Z,Unknown
CVE-2025-22222,VMware Aria Operations contains an information disclosure vulnerability. A malicious user with non-administrative privileges may exploit this vulnerability to retrieve credentials for an outbound plugin if a valid service credential ID is known.,2025-01-30T16:15Z,2025-03-13T15:15Z,Unknown
CVE-2025-22221,VMware Aria Operation for Logs contains a stored cross-site scripting vulnerability. A malicious actor with admin privileges to VMware Aria Operations for Logs may be able to inject a malicious script that could be executed in a victim's browser when performing a delete action in the Agent Configuration.,2025-01-30T16:15Z,2025-03-13T14:15Z,Unknown
CVE-2025-22219,VMware Aria Operations for Logs contains a stored cross-site scripting vulnerability. A malicious actor with non-administrative privileges may be able to inject a malicious script that  (can perform stored cross-site scripting) may lead to arbitrary operations as admin user.,2025-01-30T16:15Z,2025-03-13T18:15Z,Unknown
CVE-2025-22218,VMware Aria Operations for Logs contains an information disclosure vulnerability. A malicious actor with View Only Admin permissions may be able to read the credentials of a VMware product integrated with VMware Aria Operations for Logs,2025-01-30T15:15Z,2025-03-13T16:15Z,Unknown
CVE-2024-56529,"Mailcow through 2024-11b has a session fixation vulnerability in the web panel. It allows remote attackers to set a session identifier when HSTS is disabled on a victim's browser. After a user logs in, they are authenticated and the session identifier is valid. Then, a remote attacker can access the victim's web panel with the same session identifier.",2025-01-28T23:15Z,2025-03-14T17:15Z,Unknown
CVE-2025-23057,"A vulnerability in the web management interface of HPE Aruba Networking Fabric Composer could allow an authenticated remote attacker to conduct a stored cross-site scripting (XSS) attack. If successfully exploited, a threat actor could run arbitrary script code in a victim's web browser within the context of the compromised interface.",2025-01-28T18:15Z,2025-03-13T15:15Z,Unknown
CVE-2025-23056,"A vulnerability in the web management interface of HPE Aruba Networking Fabric Composer could allow an authenticated remote attacker to conduct a stored cross-site scripting (XSS) attack. If successfully exploited, a threat actor could run arbitrary script code in a victim's web browser within the context of the compromised interface.",2025-01-28T18:15Z,2025-03-13T15:15Z,Unknown
CVE-2025-23055,"A vulnerability in the web management interface of HPE Aruba Networking Fabric Composer could allow an authenticated remote attacker to conduct a stored cross-site scripting (XSS) attack. If successfully exploited, a threat actor could run arbitrary script code in a victim's web browser within the context of the compromised interface.",2025-01-28T18:15Z,2025-03-13T14:15Z,Unknown
